"","plot","date","variable","value","mean","sd","z","month","norm","anomaly","amean","asd","z_anom"
"1","1",2011-01-01,"def",3.37332081794739,89.3015119196475,74.6801509283948,-1.15061619497917,1,3.22169709205627,0.15162372589112,3.380417847385,19.9429859697565,-0.161901238179194
"2","2",2011-01-01,"def",13.1958894729614,89.3015119196475,74.6801509283948,-1.0190876893066,1,6.22418260574341,6.97170686721799,3.380417847385,19.9429859697565,0.180077799045698
"3","3",2011-01-01,"def",14.6237983703613,89.3015119196475,74.6801509283948,-0.999967362423905,1,5.77730178833008,8.84649658203122,3.380417847385,19.9429859697565,0.274085272031756
"4","4",2011-01-01,"def",24.1213912963867,89.3015119196475,74.6801509283948,-0.872790424402825,1,9.00942707061768,15.111964225769,3.380417847385,19.9429859697565,0.588254256216941
"5","5",2011-01-01,"def",23.9586067199707,89.3015119196475,74.6801509283948,-0.874970181331437,1,8.69217872619629,15.2664279937744,3.380417847385,19.9429859697565,0.595999524063974
"6","6",2011-01-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,1,8.44374847412109,-8.44374847412109,3.380417847385,19.9429859697565,-0.592898492705024
"7","7",2011-01-01,"def",7.30156898498535e-07,89.3015119196475,74.6801509283948,-1.19578643159298,1,2.18013572692871,-2.18013499677181,3.380417847385,19.9429859697565,-0.27882248187856
"8","8",2011-01-01,"def",16.5423145294189,89.3015119196475,74.6801509283948,-0.974277588967272,1,6.6392936706543,9.9030208587646,3.380417847385,19.9429859697565,0.327062508155554
"9","10",2011-01-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,1,3.14425468444824,-3.14425468444824,3.380417847385,19.9429859697565,-0.327166280000792
"10","11",2011-01-01,"def",4.17232513427734e-07,89.3015119196475,74.6801509283948,-1.19578643578318,1,1.94387853145599,-1.94387811422348,3.380417847385,19.9429859697565,-0.266975866587017
"11","12",2011-01-01,"def",18.3541946411133,89.3015119196475,74.6801509283948,-0.95001571899018,1,7.71544742584229,10.638747215271,3.380417847385,19.9429859697565,0.363953992591342
"12","13",2011-01-01,"def",5.21540641784668e-07,89.3015119196475,74.6801509283948,-1.19578643438644,1,3.55070209503174,-3.5507015734911,3.380417847385,19.9429859697565,-0.347546723012648
"13","14",2011-01-01,"def",3.57627868652344e-07,89.3015119196475,74.6801509283948,-1.19578643658131,1,6.44328212738037,-6.4432817697525,3.380417847385,19.9429859697565,-0.492589205650302
"14","16",2011-01-01,"def",3.37332081794739,89.3015119196475,74.6801509283948,-1.15061619497917,1,3.22169709205627,0.15162372589112,3.380417847385,19.9429859697565,-0.161901238179194
"15","18",2011-01-01,"def",5.21540641784668e-07,89.3015119196475,74.6801509283948,-1.19578643438644,1,3.55070209503174,-3.5507015734911,3.380417847385,19.9429859697565,-0.347546723012648
"16","19",2011-01-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,1,6.96067333221436,-6.96067333221436,3.380417847385,19.9429859697565,-0.518532741048987
"17","20",2011-01-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,1,6.96067333221436,-6.96067333221436,3.380417847385,19.9429859697565,-0.518532741048987
"18","21",2011-01-01,"def",5.36441802978516e-07,89.3015119196475,74.6801509283948,-1.19578643418691,1,7.95381927490234,-7.95381873846054,3.380417847385,19.9429859697565,-0.568331974110289
"19","22",2011-01-01,"def",6.21261692047119,89.3015119196475,74.6801509283948,-1.11259677392516,1,3.50565576553345,2.70696115493774,3.380417847385,19.9429859697565,-0.0337691002475034
"20","23",2011-01-01,"def",10.5079908370972,89.3015119196475,74.6801509283948,-1.05507983182974,1,5.88398599624634,4.62400484085086,3.380417847385,19.9429859697565,0.0623571111844411
"21","24",2011-01-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,1,7.55588293075562,-7.55588293075562,3.380417847385,19.9429859697565,-0.548378301761104
"22","25",2011-01-01,"def",3.37332081794739,89.3015119196475,74.6801509283948,-1.15061619497917,1,3.22169709205627,0.15162372589112,3.380417847385,19.9429859697565,-0.161901238179194
"23","26",2011-01-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,1,2.5418906211853,-2.5418906211853,3.380417847385,19.9429859697565,-0.296961973375073
"24","27",2011-01-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,1,2.60924983024597,-2.60924983024597,3.380417847385,19.9429859697565,-0.300339562326037
"25","28",2011-01-01,"def",14.5338344573975,89.3015119196475,74.6801509283948,-1.001172018706,1,7.68758630752563,6.84624814987187,3.380417847385,19.9429859697565,0.173786929787886
"26","1",2011-02-01,"def",12.6824283599854,89.3015119196475,74.6801509283948,-1.02596315898084,2,7.61971473693848,5.06271362304692,3.380417847385,19.9429859697565,0.084355260451625
"27","2",2011-02-01,"def",15.2041387557983,89.3015119196475,74.6801509283948,-0.99219634993635,2,10.4383029937744,4.7658357620239,3.380417847385,19.9429859697565,0.069468930918363
"28","3",2011-02-01,"def",17.7495212554932,89.3015119196475,74.6801509283948,-0.958112561030576,2,11.0609283447266,6.6885929107666,3.380417847385,19.9429859697565,0.165881632188802
"29","4",2011-02-01,"def",24.0112018585205,89.3015119196475,74.6801509283948,-0.874265909340876,2,19.4605255126953,4.5506763458252,3.380417847385,19.9429859697565,0.058680204670198
"30","5",2011-02-01,"def",24.2262134552002,89.3015119196475,74.6801509283948,-0.871386809687129,2,19.7067432403564,4.5194702148438,3.380417847385,19.9429859697565,0.0571154374368094
"31","6",2011-02-01,"def",9.40203189849854,89.3015119196475,74.6801509283948,-1.06988910745184,2,18.1046905517578,-8.70265865325926,3.380417847385,19.9429859697565,-0.605881010946314
"32","7",2011-02-01,"def",0.0282486379146576,89.3015119196475,74.6801509283948,-1.19540817970936,2,4.82569217681885,-4.79744353890419,3.380417847385,19.9429859697565,-0.410062033774224
"33","8",2011-02-01,"def",20.8754425048828,89.3015119196475,74.6801509283948,-0.916255103452767,2,15.2520084381104,5.6234340667724,3.380417847385,19.9429859697565,0.112471433454796
"34","10",2011-02-01,"def",10.6037502288818,89.3015119196475,74.6801509283948,-1.05379757154244,2,10.9013042449951,-0.297554016113299,3.380417847385,19.9429859697565,-0.184424331896734
"35","11",2011-02-01,"def",0.359994947910309,89.3015119196475,74.6801509283948,-1.1909659510064,2,5.48527717590332,-5.12528222799301,3.380417847385,19.9429859697565,-0.426500830330868
"36","12",2011-02-01,"def",26.4866905212402,89.3015119196475,74.6801509283948,-0.841118029590428,2,19.2767009735107,7.2099895477295,3.380417847385,19.9429859697565,0.19202599380815
"37","13",2011-02-01,"def",9.23871994018555e-07,89.3015119196475,74.6801509283948,-1.19578642899905,2,6.79786682128906,-6.79786589741707,3.380417847385,19.9429859697565,-0.51036909719725
"38","14",2011-02-01,"def",3.1973922252655,89.3015119196475,74.6801509283948,-1.15297195605484,2,12.8947038650513,-9.6973116397858,3.380417847385,19.9429859697565,-0.655755838519022
"39","16",2011-02-01,"def",12.6824283599854,89.3015119196475,74.6801509283948,-1.02596315898084,2,7.61971473693848,5.06271362304692,3.380417847385,19.9429859697565,0.084355260451625
"40","18",2011-02-01,"def",9.23871994018555e-07,89.3015119196475,74.6801509283948,-1.19578642899905,2,6.79786682128906,-6.79786589741707,3.380417847385,19.9429859697565,-0.51036909719725
"41","19",2011-02-01,"def",1.68979787826538,89.3015119196475,74.6801509283948,-1.17315930608371,2,13.6332740783691,-11.9434762001037,3.380417847385,19.9429859697565,-0.768385139052263
"42","20",2011-02-01,"def",1.68979787826538,89.3015119196475,74.6801509283948,-1.17315930608371,2,13.6332740783691,-11.9434762001037,3.380417847385,19.9429859697565,-0.768385139052263
"43","21",2011-02-01,"def",8.64267349243164e-07,89.3015119196475,74.6801509283948,-1.19578642979718,2,14.4163131713867,-14.4163123071193,3.380417847385,19.9429859697565,-0.89238041793205
"44","22",2011-02-01,"def",13.7693967819214,89.3015119196475,74.6801509283948,-1.01140817471229,2,7.99398803710938,5.77540874481202,3.380417847385,19.9429859697565,0.120091891006643
"45","23",2011-02-01,"def",17.181812286377,89.3015119196475,74.6801509283948,-0.965714433309336,2,11.1195583343506,6.0622539520264,3.380417847385,19.9429859697565,0.134475153756232
"46","24",2011-02-01,"def",11.3869667053223,89.3015119196475,74.6801509283948,-1.04330995914874,2,15.0918436050415,-3.7048768997192,3.380417847385,19.9429859697565,-0.35527752754021
"47","25",2011-02-01,"def",12.6824283599854,89.3015119196475,74.6801509283948,-1.02596315898084,2,7.61971473693848,5.06271362304692,3.380417847385,19.9429859697565,0.084355260451625
"48","26",2011-02-01,"def",7.3566632270813,89.3015119196475,74.6801509283948,-1.09727749172785,2,5.33066511154175,2.02599811553955,3.380417847385,19.9429859697565,-0.0679145908190189
"49","27",2011-02-01,"def",4.76837158203125e-07,89.3015119196475,74.6801509283948,-1.19578643498504,2,5.75487613677979,-5.75487565994263,3.380417847385,19.9429859697565,-0.458070497626648
"50","28",2011-02-01,"def",25.3251609802246,89.3015119196475,74.6801509283948,-0.85667141997028,2,20.0625305175781,5.2626304626465,3.380417847385,19.9429859697565,0.0943796790568806
"51","1",2011-03-01,"def",9.98383522033691,89.3015119196475,74.6801509283948,-1.06209850560375,3,37.1456642150879,-27.161828994751,3.380417847385,19.9429859697565,-1.53147812912536
"52","2",2011-03-01,"def",9.70868873596191,89.3015119196475,74.6801509283948,-1.06578283779851,3,34.8577003479004,-25.1490116119385,3.380417847385,19.9429859697565,-1.43054954271082
"53","3",2011-03-01,"def",27.0891304016113,89.3015119196475,74.6801509283948,-0.83305109516566,3,46.2729110717773,-19.183780670166,3.380417847385,19.9429859697565,-1.13143531022734
"54","4",2011-03-01,"def",38.6605072021484,89.3015119196475,74.6801509283948,-0.678105280826961,3,59.0303726196289,-20.3698654174805,3.380417847385,19.9429859697565,-1.19090908958582
"55","5",2011-03-01,"def",40.6956748962402,89.3015119196475,74.6801509283948,-0.650853492114815,3,60.5473365783691,-19.8516616821289,3.380417847385,19.9429859697565,-1.16492482944857
"56","6",2011-03-01,"def",10.0641441345215,89.3015119196475,74.6801509283948,-1.06102313399314,3,48.5712356567383,-38.5070915222168,3.380417847385,19.9429859697565,-2.10036297639301
"57","7",2011-03-01,"def",4.72636127471924,89.3015119196475,74.6801509283948,-1.1324983893782,3,23.6457347869873,-18.9193735122681,3.380417847385,19.9429859697565,-1.11817715729583
"58","8",2011-03-01,"def",11.0835800170898,89.3015119196475,74.6801509283948,-1.04737244006851,3,43.4107780456543,-32.3271980285645,3.380417847385,19.9429859697565,-1.79048493190037
"59","10",2011-03-01,"def",23.7153930664062,89.3015119196475,74.6801509283948,-0.87822691890549,3,46.7498321533203,-23.0344390869141,3.380417847385,19.9429859697565,-1.32451865404494
"60","11",2011-03-01,"def",8.83009719848633,89.3015119196475,74.6801509283948,-1.07754756412208,3,31.6756286621094,-22.8455314636231,3.380417847385,19.9429859697565,-1.3150462699407
"61","12",2011-03-01,"def",28.3298187255859,89.3015119196475,74.6801509283948,-0.81643773393713,3,55.9141998291016,-27.5843811035157,3.380417847385,19.9429859697565,-1.55266613524468
"62","13",2011-03-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,3,28.7217025756836,-28.7217025756836,3.380417847385,19.9429859697565,-1.60969478049833
"63","14",2011-03-01,"def",25.1606693267822,89.3015119196475,74.6801509283948,-0.858874035409557,3,52.9045753479004,-27.7439060211182,3.380417847385,19.9429859697565,-1.56066518402526
"64","16",2011-03-01,"def",9.98383522033691,89.3015119196475,74.6801509283948,-1.06209850560375,3,37.1456642150879,-27.161828994751,3.380417847385,19.9429859697565,-1.53147812912536
"65","18",2011-03-01,"def",0,89.3015119196475,74.6801509283948,-1.1957864413701,3,28.7217025756836,-28.7217025756836,3.380417847385,19.9429859697565,-1.60969478049833
"66","19",2011-03-01,"def",16.1165390014648,89.3015119196475,74.6801509283948,-0.979978910170577,3,47.3895797729492,-31.2730407714844,3.380417847385,19.9429859697565,-1.73762638510709
"67","20",2011-03-01,"def",16.1165390014648,89.3015119196475,74.6801509283948,-0.979978910170577,3,47.3895797729492,-31.2730407714844,3.380417847385,19.9429859697565,-1.73762638510709
"68","21",2011-03-01,"def",18.3719177246094,89.3015119196475,74.6801509283948,-0.949778399123043,3,49.9524993896484,-31.580581665039,3.380417847385,19.9429859697565,-1.75304739046812
"69","22",2011-03-01,"def",9.12590789794922,89.3015119196475,74.6801509283948,-1.07358652901723,3,36.5421829223633,-27.4162750244141,3.380417847385,19.9429859697565,-1.54423680177593
